@relation 212700L1_2final

@attribute 'status pozyczki' {splacona,splacona_cz,windykacja,odmowa,windykacja_sp}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'kwota kredytu' numeric
@attribute wiek numeric
@attribute plec {K,M}
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'opoznienie splaty' numeric

@data
odmowa,17,540.62,0,300,18,M,3,20,0
splacona_cz,16,755.1,0,200,64,K,131,48,0
odmowa,13,1079.14,0,300,68,M,115,48,0
splacona_cz,13,1591,1,381.29,66,M,73,48,0
splacona_cz,13,1162,1,200,62,M,218,48,0
windykacja_sp,11,1600,1,400,52,M,265,48,425
splacona_cz,12,700,1,250,40,M,6,23,0
windykacja,11,1250,1,400,61,M,102,48,2098
splacona_cz,11,2249.14,1,500,57,K,238,48,7
odmowa,13,1517,0,400,78,K,132,48,0
splacona_cz,13,1013.74,1,400,65,K,110,48,0
splacona_cz,11,1500,0,400,58,K,82,48,0
splacona_cz,12,1675,1,600,54,K,6,11,3
splacona_cz,13,5100,1,700,61,K,25,48,0
odmowa,11,3500,0,1000,41,K,238,48,0
splacona_cz,11,1617.68,0,200,52,K,82,48,2
splacona_cz,16,2300,2,1000,55,K,59,48,0
odmowa,13,601.03,0,300,46,K,302,48,0
splacona_cz,13,1233,0,400,63,K,120,48,0
odmowa,13,940.49,0,400,68,M,258,48,0
splacona_cz,13,1768.93,1,500,63,M,266,48,4
splacona_cz,11,3170,1,400,47,K,282,48,4
windykacja,11,1037.34,0,300,24,M,30,48,2097
splacona,11,1239.05,1,400,39,K,201,48,10
splacona_cz,12,2000,1,396.61,53,K,6,25,3
windykacja,13,814.83,1,300,49,M,154,48,2097
odmowa,13,832.92,0,200,67,K,136,48,0
splacona_cz,13,951,1,500,73,K,159,48,0
splacona_cz,12,1350,1,281.29,55,K,19,24,0
windykacja,11,1065,1,650,35,K,56,48,2097
odmowa,11,2600,0,650,64,M,132,48,0
splacona_cz,11,1800,1,600,48,M,123,48,6
odmowa,11,1037,0,200,22,M,33,48,0
splacona_cz,16,633.56,1,250,64,M,108,48,1
windykacja,12,1037,0,200,36,K,0,2,2095
splacona_cz,13,910.33,1,200,73,M,160,48,1
splacona_cz,13,856,1,200,64,K,54,48,0
splacona,12,1500,1,371.94,53,K,6,7,1
windykacja,11,1300,1,700,27,K,6,48,2095
odmowa,11,1554.24,0,500,45,M,150,48,0
windykacja_sp,12,1800,1,800,29,M,4,10,262
odmowa,13,713.78,0,200,62,K,26,48,0
splacona_cz,13,965,1,200,75,K,242,48,1
splacona,11,2600,0,400,64,M,132,48,0
splacona_cz,13,1239,1,300,77,K,267,48,2
splacona_cz,16,1389,0,300,63,K,88,48,0
splacona_cz,13,984,0,200,61,K,7,48,0
splacona_cz,12,830.46,0,600,47,K,42,48,1
splacona_cz,16,1340,1,500,63,K,158,48,3
splacona,13,640,1,500,72,K,135,48,1
splacona_cz,13,616,1,200,75,K,243,48,0
splacona_cz,12,1009.34,0,300,55,K,26,48,0
splacona_cz,16,703,1,200,57,K,22,48,1
odmowa,11,1200,0,500,54,K,25,48,0
splacona_cz,13,1426,1,300,71,M,74,48,0
splacona,12,1300,1,417.53,25,M,5,25,409
splacona_cz,11,2700,0,300,39,M,6,48,0
splacona_cz,11,1700,1,300,54,M,36,48,1
splacona_cz,13,1500,1,300,58,K,43,48,1
splacona_cz,17,684,1,900,58,K,186,48,1
splacona,11,2505,1,202.73,40,K,160,48,1
splacona,98,3000,1,1500,57,M,65,48,9
splacona,11,1300,1,600,54,K,65,48,11
splacona_cz,12,1000,2,200,24,M,8,24,0
splacona_cz,13,1000,1,500,60,K,64,48,1
splacona_cz,11,1000,1,800,60,M,60,48,0
splacona_cz,13,2421.55,1,1000,80,K,242,48,0
splacona_cz,11,1172.2,1,400,56,K,34,48,1
splacona_cz,11,1290,1,600,32,K,16,48,1
splacona,11,2200,0,900,33,K,34,48,0
odmowa,16,921.58,0,200,57,K,18,48,0
splacona_cz,13,997,1,300,61,K,76,48,1
odmowa,16,1279.58,0,400,64,K,158,48,0
splacona,13,962,1,500,62,K,62,48,15
splacona_cz,13,810,2,300,60,K,30,48,8
splacona_cz,12,600,2,400,47,M,6,27,0
splacona_cz,11,1680,1,300,57,K,382,48,1
splacona,12,611.36,1,400,61,M,0,3,280
splacona_cz,13,1189,1,265.58,62,K,66,48,1
splacona_cz,13,1212,1,500,60,K,50,48,1
splacona_cz,13,1137.19,1,400,66,K,93,48,0
splacona,13,744.07,0,300,61,K,9,48,1
splacona_cz,11,2100,0,300,45,M,47,48,0
splacona_cz,13,1130,1,300,62,K,100,48,0
splacona_cz,11,1510,1,900,58,M,162,48,1
splacona_cz,13,802.83,1,200,65,K,198,48,0
splacona_cz,16,655,1,500,53,K,28,48,0
splacona_cz,13,1684,1,300,61,K,17,48,0
splacona_cz,13,3600,0,1000,57,M,83,48,0
splacona_cz,13,1428.55,1,235.97,66,K,134,48,0
splacona_cz,12,990.34,0,200,46,K,52,48,0
splacona_cz,11,5800,1,1000,47,K,51,48,0
splacona_cz,13,1601.87,0,350,64,M,42,48,0
splacona_cz,11,1400,1,200,49,M,11,48,0
splacona,12,1210,0,200,52,M,4,9,20
splacona_cz,13,940,1,300,69,M,50,48,2
splacona_cz,17,1031,0,350,53,K,48,48,0
splacona_cz,13,2612,0,1800,72,M,78,48,5
splacona_cz,11,1800,1,300,33,M,162,48,0
splacona_cz,16,634,0,200,58,K,48,48,0
splacona_cz,13,1474.55,0,400,62,K,62,48,0
splacona_cz,99,1393.85,0,200,29,M,1,2,1
splacona_cz,13,1100,0,300,59,K,40,48,0
splacona_cz,13,930,2,300,65,K,127,48,0
splacona,13,1100,1,300,63,K,102,48,20
splacona_cz,11,2800,1,600,49,K,315,48,0
splacona_cz,11,2500,1,769.94,47,M,200,48,8
splacona_cz,13,1700,1,500,72,M,11,48,2
splacona,12,988,1,200,54,M,6,12,12
splacona,13,1062,0,400,66,K,159,48,15
splacona_cz,13,1503,1,400,61,M,162,48,13
splacona,11,1300,1,400,53,K,31,48,11
splacona_cz,12,1200,1,300,35,K,5,14,1
splacona_cz,13,2098,1,700,75,M,194,48,2
splacona,13,2291,2,1000,69,K,67,48,14
splacona_cz,16,837,0,300,61,M,228,48,0
odmowa,12,1040,0,250,34,K,0,0,0
splacona_cz,13,730,0,200,72,K,557,48,0
windykacja,12,1100,0,300,43,K,12,29,2091
splacona_cz,11,1700,1,500,51,K,302,48,4
windykacja_sp,11,2031,1,2000,56,M,111,48,222
splacona_cz,13,1442.43,2,200,79,K,138,48,0
splacona_cz,11,1360,2,200,46,M,116,48,0
splacona_cz,12,1050,0,300,52,K,30,36,0
splacona_cz,16,892,0,500,65,K,197,48,0
splacona,12,1500,1,1130.33,48,K,11,26,32
splacona_cz,13,850,1,400,66,K,64,48,5
splacona_cz,12,2500,0,800,57,M,1,3,4
splacona_cz,13,1350,0,300,65,K,108,48,0
splacona_cz,11,1900,1,903.23,36,K,176,48,6
splacona_cz,11,3200,1,700,52,M,186,48,0
splacona_cz,11,2100,0,700,27,K,19,48,0
splacona_cz,17,547.89,0,200,56,K,53,48,0
odmowa,17,443.65,0,600,22,M,10,35,0
odmowa,11,3000,0,700,45,M,0,48,0
splacona,16,1411,1,400,60,K,63,48,17
splacona_cz,12,1800,1,700,28,M,7,8,0
splacona_cz,13,1210,0,300,65,K,135,48,6
splacona_cz,12,1447,2,500,29,K,18,23,5
odmowa,11,1515.11,0,300,32,K,11,48,0
splacona_cz,12,1037.34,0,300,30,M,17,23,0
splacona_cz,13,785,1,200,72,K,61,48,0
splacona,99,980,2,449.7,23,M,8,10,384
splacona_cz,11,1320,1,500,53,M,339,48,3
splacona_cz,16,959.6,1,200,69,K,112,48,0
splacona_cz,11,1700,1,600,47,K,86,48,0
splacona_cz,13,3900,2,300,49,M,27,48,3
splacona,13,720.19,0,200,67,K,90,48,0
splacona_cz,99,750,1,300,19,M,1,5,0
windykacja_sp,13,1425,1,500,56,K,16,48,465
splacona_cz,11,1077.49,1,300,48,K,368,48,3
windykacja,99,2800,2,200,38,K,7,7,2090
splacona_cz,11,4000,2,600,53,M,7,48,0
splacona_cz,13,2010,0,700,64,M,135,48,0
splacona_cz,11,2258,2,1000,42,M,72,48,3
splacona_cz,17,985,2,200,20,M,10,11,0
splacona_cz,13,1668,2,392.14,63,K,88,48,9
windykacja_sp,11,1050,1,441.91,52,K,15,48,422
splacona_cz,13,1672.59,0,200,62,M,19,48,0
splacona_cz,13,12220,0,200,57,M,68,48,0
splacona_cz,16,588,2,600,55,M,419,48,2
splacona_cz,13,611,0,300,57,K,136,48,0
splacona,13,1065,1,230,62,K,18,48,274
splacona,13,1261.6,1,400,64,M,50,48,0
odmowa,11,1200,0,1000,41,M,24,48,0
splacona_cz,13,1454.91,1,400,58,K,39,48,6
splacona_cz,12,1634,0,300,22,K,9,9,3
odmowa,13,1900,0,1000,76,K,252,48,0
splacona_cz,11,2700,2,500,31,M,12,48,3
splacona_cz,11,1680,2,799.84,57,K,67,48,1
splacona_cz,12,1400,0,300,25,M,9,32,0
odmowa,12,1037,0,200,31,K,8,13,0
splacona_cz,13,1072,2,432.44,69,K,150,48,1
splacona_cz,16,763.38,1,200,57,M,208,48,1
splacona_cz,16,1045.6,2,500,54,K,9,48,0
splacona_cz,11,1888.27,1,400,29,M,74,48,4
splacona_cz,11,2927,0,500,38,K,198,48,0
splacona_cz,11,1842.86,0,400,56,M,4,48,0
splacona,13,3100,0,600,64,M,135,48,11
splacona_cz,13,1688.82,0,300,46,M,96,48,0
splacona_cz,13,1240,2,300,58,K,67,48,0
splacona,12,900,2,400,28,M,15,20,8
splacona_cz,11,1400,2,300,43,K,22,48,0
splacona_cz,13,1026,2,200,74,K,244,48,0
splacona_cz,11,1700,2,281.29,53,K,202,48,1
splacona_cz,11,3000,2,300,60,M,209,48,1
splacona_cz,11,763,1,300,46,K,90,48,0
splacona,99,645.31,0,400,43,K,7,11,1
splacona_cz,13,729.03,2,300,70,K,254,48,0
splacona_cz,13,1090.14,1,400,61,K,72,48,0
splacona,11,2458,0,600,61,M,144,48,0
splacona_cz,13,714,2,200,62,K,219,48,0
splacona_cz,16,1389,1,200,63,K,88,48,0
splacona_cz,13,1291.18,2,381.29,70,K,76,48,0
splacona_cz,12,1952.35,1,400,44,M,1,11,0
odmowa,17,607.95,0,300,58,M,210,48,0
splacona_cz,13,1370,1,900,59,K,73,48,0
windykacja_sp,13,665.92,2,300,65,K,122,48,300
odmowa,11,1226,0,300,26,M,2,48,0
splacona_cz,13,1170,0,400,61,K,75,48,0
splacona,11,1187.06,1,400,56,K,130,48,2
splacona_cz,17,990,2,400,50,K,69,48,0
splacona_cz,11,2080,2,500,53,M,315,48,0
splacona_cz,12,1700,2,400,54,K,52,48,0
splacona,11,1373.34,0,200,30,K,55,48,0
splacona_cz,17,1200,2,200,25,K,162,48,0
splacona_cz,11,2400,1,600,35,K,110,48,0
splacona_cz,17,1485,1,500,58,M,140,48,0
splacona_cz,12,1136.86,0,200,28,M,8,23,1
splacona_cz,13,1362,2,500,61,K,53,48,6
windykacja,11,3250,1,500,49,M,2,48,2085
splacona_cz,16,1600,0,500,67,M,9,48,0
odmowa,16,730,0,300,54,M,113,48,0
splacona_cz,11,2470,2,426.61,49,K,351,48,0
windykacja,12,1040,2,400,52,K,14,19,2085
splacona_cz,13,1015,2,400,64,K,106,48,4
odmowa,11,1557.5,0,700,35,K,182,48,0
splacona_cz,13,1017,2,200,68,K,158,48,0
splacona,17,547.89,1,350,56,K,53,48,13
splacona_cz,11,1800,1,600,39,K,48,48,11
splacona_cz,11,2050,0,800,33,K,26,48,5
splacona_cz,13,910,2,200,66,K,66,48,1
splacona,11,2284.23,0,200,43,M,296,48,0
splacona,11,1577.42,2,400,50,K,202,48,11
windykacja,12,855,2,600,31,K,41,48,2085
splacona,12,1540,1,600,33,K,36,39,5
splacona_cz,11,2050,2,575.74,32,M,115,48,1
splacona_cz,11,2368.57,0,400,54,K,407,48,0
odmowa,17,540.62,0,300,20,K,28,48,0
odmowa,13,1875.17,0,1000,63,K,96,48,0
splacona_cz,11,4900,0,500,50,K,8,48,0
splacona_cz,13,1457,1,300,73,M,76,48,3
splacona_cz,13,1216,2,200,66,K,138,48,0
splacona_cz,13,1280,2,400,61,K,14,48,0
odmowa,99,490.99,0,400,41,K,3,8,0
splacona_cz,11,1800,2,500,49,K,50,48,3
odmowa,13,1798.71,0,800,64,M,132,48,0
windykacja,11,1110,0,600,25,M,7,48,2084
splacona,13,930,2,670.73,63,K,91,48,11
windykacja,11,1500,1,500,33,M,99,48,2083
windykacja_sp,11,1033,1,400,33,M,33,48,303
splacona,13,1160,1,500,61,K,75,48,3
splacona_cz,13,1244.77,2,300,58,K,36,48,4
splacona,13,930,2,200,72,K,236,48,0
splacona_cz,13,1200,2,500,70,K,116,48,16
splacona_cz,13,2015.55,0,600,69,M,108,48,5
splacona_cz,13,1085,2,400,67,K,163,48,3
splacona_cz,11,2700,2,500,30,M,61,48,2
splacona,11,980.11,2,400,34,K,42,48,10
odmowa,12,1139.48,0,500,19,M,3,20,0
splacona,13,866.46,2,200,73,K,192,48,0
splacona_cz,13,1872,2,700,58,K,32,48,2
splacona_cz,12,2673.17,2,600,51,M,109,48,5
splacona_cz,13,1400,1,400,59,K,51,48,0
splacona_cz,11,1700,1,500,36,K,194,48,5
windykacja,11,2700,1,400,35,M,5,48,2083
splacona_cz,16,1770,2,500,58,M,86,48,0
splacona_cz,98,4000,2,500.8,35,K,15,48,2
splacona_cz,11,2670,2,1000,60,K,85,48,6
odmowa,13,625.86,0,250,73,M,254,48,0
splacona_cz,17,728,2,200,27,M,97,48,2
odmowa,13,757.1,0,200,67,K,195,48,0
splacona_cz,13,2113.24,1,200,64,K,58,48,0
splacona_cz,16,685,0,300,52,K,38,48,0
splacona_cz,11,1906.42,0,400,60,K,209,48,0
windykacja,13,1561.87,1,281.29,57,M,194,48,2081
splacona_cz,12,984.34,1,200,53,K,15,20,0
splacona_cz,13,907,0,200,70,K,231,48,0
splacona_cz,11,1721.7,2,385.97,54,K,117,48,0
splacona,16,726,2,300,59,M,230,48,336
splacona,13,936,2,300,60,K,28,48,0
splacona_cz,13,1900,2,500,56,M,147,48,0
splacona_cz,13,1817.24,0,400,57,K,15,48,0
odmowa,98,520,0,200,33,K,26,48,0
windykacja_sp,16,1100,2,850,69,M,134,48,190
splacona_cz,11,1730.13,0,400,56,K,190,48,1
splacona_cz,11,2709.34,2,337.64,35,K,178,48,0
splacona_cz,13,1399.99,0,300,61,K,12,48,1
splacona_cz,12,1963.88,1,400,44,M,3,5,0
splacona_cz,13,1050,2,600,61,K,136,48,0
windykacja_sp,17,926,2,520.7,24,M,53,48,400
windykacja_sp,17,926,2,356.68,24,M,53,48,400
splacona_cz,11,1443,2,600,43,K,30,48,1
splacona_cz,13,1820,2,1000,61,K,66,48,0
splacona_cz,13,2100,2,1000,73,K,52,48,23
splacona,16,650.77,0,200,64,M,45,48,3
windykacja,13,784,1,300,60,K,36,48,2081
splacona_cz,11,1000,2,300,30,M,54,48,3
splacona_cz,13,1026,2,300,60,K,52,48,11
splacona_cz,11,1500,1,200,57,M,392,48,1
splacona,13,1420,1,200,70,M,50,48,0
splacona,13,1217,0,400,65,M,48,48,0
splacona_cz,16,1362,2,400,53,K,26,48,0
splacona_cz,11,901,1,300,28,K,37,48,0
splacona,13,3181,0,400,69,M,48,48,0
odmowa,11,1750,0,600,33,M,6,48,0
splacona,13,1530,2,500,64,M,32,48,5
splacona_cz,12,980,2,200,31,K,7,10,1
odmowa,16,540.62,0,200,23,M,62,48,0
splacona_cz,11,3217,0,300,44,M,267,48,0
splacona_cz,13,3040,2,700,65,M,198,48,0
splacona_cz,17,1100,0,200,56,K,24,33,0
splacona_cz,11,932.34,2,200,51,K,392,48,0
splacona,11,1400,0,300,23,M,21,48,0
odmowa,13,1229.15,0,200,61,K,84,48,0
splacona_cz,13,2000,2,450,68,M,42,48,1
splacona,11,1077,2,200,55,K,180,48,0
splacona_cz,13,865,2,300,70,K,125,48,0
splacona_cz,11,983.97,0,200,57,K,75,48,0
splacona_cz,11,1344.9,1,300,45,K,43,48,4
splacona_cz,13,1107,0,400,60,K,12,48,0
splacona_cz,11,967.64,1,200,48,K,316,48,4
splacona_cz,11,2100,1,500,60,M,184,48,1
splacona_cz,13,722.05,1,200,71,K,194,48,0
splacona_cz,98,911,2,300,46,K,95,48,0
splacona_cz,12,1300,1,300,26,K,5,12,0
splacona_cz,12,1500,1,300,22,K,1,2,0
splacona_cz,11,1400,2,300,52,K,158,48,5
splacona,13,2547,0,600,80,M,192,48,0
splacona_cz,16,1528,0,300,58,M,372,48,6
splacona_cz,11,992.84,2,300,49,K,118,48,0
splacona_cz,13,1400,2,600,59,K,243,48,0
splacona,13,1294,0,250,70,K,120,48,0
splacona,99,1100,1,200,53,K,48,48,0
splacona,13,2800,1,800,54,M,147,48,0
splacona,13,1150,0,300,75,M,135,48,28
splacona,13,2040,1,300,63,M,141,48,14
splacona_cz,13,1125,0,400,65,K,122,48,0
splacona_cz,13,960,2,300,73,M,137,48,7
splacona,13,1374.08,0,300,64,M,69,48,1
splacona,11,2837,0,662.69,30,M,123,48,21
splacona_cz,13,1175,0,400,65,K,112,48,0
splacona_cz,16,1072.89,2,300,55,K,119,48,0
splacona,12,1042,1,300,49,M,2,2,12
splacona_cz,12,1382,1,200,37,K,18,23,0
splacona_cz,11,1037.34,2,200,41,K,59,48,0
splacona,13,1239.98,0,200,78,K,252,48,0
splacona_cz,98,2200,2,400,47,K,22,48,0
splacona_cz,13,1500,2,396.61,61,M,20,48,1
odmowa,11,2002,0,600,36,M,61,48,0
splacona_cz,16,634.64,1,300,57,K,133,48,0
splacona_cz,13,1014,0,300,63,K,180,48,7
splacona_cz,11,1493.98,1,200,47,K,358,48,0
splacona_cz,12,1032,2,300,46,K,35,40,3
windykacja,17,646,0,380.59,40,K,51,48,2077
splacona,11,2100,1,820.86,42,M,281,48,334
windykacja_sp,13,782,0,356.29,57,K,189,48,209
splacona_cz,13,580,2,800,56,K,116,48,2
splacona_cz,12,599.03,1,200,37,K,16,18,5
odmowa,13,634.64,0,400,62,K,254,48,0
odmowa,13,889.38,0,400,65,M,5,48,0
odmowa,12,5000,0,700,42,M,3,6,0
splacona,13,1000,1,300,70,K,61,48,0
odmowa,13,720.08,0,450,76,K,239,48,0
splacona_cz,13,3440,2,800,55,K,48,48,6
odmowa,11,718.57,0,200,41,K,78,48,0
splacona,11,800.51,1,400,38,K,17,48,13
odmowa,11,1133.37,0,200,53,K,389,48,0
odmowa,12,1520.01,0,500,38,K,26,48,0
splacona,11,2200,2,499.98,35,M,82,48,18
splacona,11,2500,1,600,49,K,230,48,0
splacona_cz,12,1300,2,600,29,M,24,41,6
splacona_cz,17,798.8,2,300,54,M,146,48,6
odmowa,12,1038,0,500,50,M,30,47,0
odmowa,16,799.4,0,300,59,K,126,48,0
splacona,16,1473.04,1,400,65,M,162,48,3
odmowa,12,670.8,0,300,50,M,3,8,0
splacona,11,1250,2,500,61,M,62,48,14
splacona,13,750,0,300,62,K,28,48,0
splacona_cz,13,2110,2,300,66,M,98,48,0
windykacja_sp,13,930,1,400,59,K,29,48,436
windykacja_sp,12,1000,2,231.22,52,M,9,39,437
splacona_cz,13,1658,2,300,59,K,26,48,1
splacona_cz,16,749.28,2,200,53,K,62,48,2
splacona_cz,13,1016,0,250,70,K,186,48,0
splacona_cz,11,3200,2,600,51,K,51,48,1
splacona_cz,11,3100,2,500,32,K,118,48,0
splacona_cz,11,2700,2,400,37,K,118,48,0
splacona_cz,11,2947,2,393.99,59,M,50,48,3
odmowa,12,1027.22,0,300,24,M,1,3,0
splacona,11,2100,2,300,33,M,61,48,9
splacona_cz,16,980,2,400,68,K,128,48,1
odmowa,11,960,0,400,42,K,4,48,0
splacona,11,1400,1,412.72,33,K,98,48,9
splacona_cz,11,1900,2,694,38,K,205,48,3
windykacja,12,950,1,200,37,M,4,15,2074
splacona_cz,12,1000,2,328,60,M,9,10,4
splacona_cz,12,1000,2,328.32,50,K,29,29,4
splacona_cz,13,1900,2,500,62,K,85,48,1
splacona_cz,11,3335,2,600,56,M,430,48,2
splacona_cz,11,1087,1,377.69,40,K,235,48,5
odmowa,16,639.31,0,300,51,M,246,48,0
splacona_cz,13,2066,2,700,61,K,126,48,1
splacona_cz,13,975,2,253.12,61,K,24,48,3
odmowa,11,2424.72,0,1000,38,M,64,48,0
odmowa,11,2094.17,0,500,53,M,238,48,0
odmowa,11,2575.31,0,1000,54,K,190,48,0
splacona_cz,11,2250.05,0,500,61,M,173,48,1
splacona_cz,12,1100,2,300,65,M,19,35,1
splacona_cz,13,1977,0,700,61,K,52,48,3
odmowa,11,993.48,0,200,41,K,162,48,0
splacona,13,1134.96,2,200,68,K,159,48,16
splacona_cz,13,1287.66,1,200,63,M,94,48,2
splacona_cz,13,1538,2,200,63,M,98,48,3
splacona_cz,13,1426,2,300,71,M,75,48,0
odmowa,12,1200,0,200,59,M,0,23,0
splacona_cz,98,980,1,300,56,K,7,48,1
splacona_cz,12,670,2,300,45,M,7,11,0
splacona_cz,98,3178,2,500,43,M,199,48,2
splacona,13,1801.41,2,517.26,58,K,35,48,10
splacona_cz,11,2875.71,2,1100,42,M,275,48,6
odmowa,12,1030,0,300,39,K,18,23,0
splacona_cz,13,1026,2,200,74,K,245,48,1
splacona_cz,13,1185.33,2,200,71,K,222,48,0
splacona,11,2200,0,900,33,K,35,48,0
splacona,13,957.2,1,200,74,M,195,48,264
splacona,13,815,1,336.83,67,K,142,48,0
splacona_cz,13,840,0,400,64,K,111,48,0
odmowa,13,933.05,0,300,63,K,83,48,0
odmowa,16,1820,0,1000,59,K,23,48,0
splacona_cz,98,1200,2,285.97,38,K,43,48,2
splacona_cz,12,1032.34,2,200,31,K,2,11,0
odmowa,11,1510.08,0,1000,30,M,14,48,0
splacona_cz,12,1027,2,300,39,K,6,48,5
splacona_cz,11,1770,2,277.34,39,K,84,48,1
splacona_cz,13,3700,2,800,62,K,24,48,0
odmowa,11,1032,0,200,24,M,24,48,0
splacona,11,3500,2,400,42,M,25,48,139
splacona_cz,11,1400,2,200,54,K,114,48,1
splacona_cz,11,763,2,300,46,K,91,48,1
splacona_cz,13,1083.23,0,200,58,K,95,48,1
splacona,13,1272,1,500,62,M,14,48,270
splacona_cz,99,685,2,250,62,M,3,3,4
splacona,13,1519,0,200,78,M,251,48,0
splacona_cz,13,803.86,2,200,68,K,155,48,1
odmowa,12,1743,0,800,31,M,11,16,0
odmowa,12,961,0,500,63,M,75,48,0
splacona_cz,13,1193.65,1,400,63,M,7,48,1
splacona,11,1566.82,0,200,46,M,347,48,0
odmowa,12,1032.34,0,500,25,M,14,31,0
splacona_cz,13,1031,0,200,66,K,119,48,0
splacona,13,1149.06,1,400,60,K,159,48,47
splacona,13,1412,2,400,73,K,201,48,19
splacona,13,1591,2,381.29,66,M,74,48,12
splacona,16,755.1,1,200,64,K,132,48,12
splacona_cz,11,2065.98,2,327,52,K,176,48,7
splacona,12,1400,1,300,28,M,7,23,5
splacona,12,1500,0,800,35,M,30,35,0
splacona,13,860,2,789.27,63,K,77,48,11
odmowa,11,1079,0,300,52,K,175,48,0
splacona_cz,11,2800,2,400,54,K,57,48,3
splacona,13,1167.94,0,200,79,K,367,48,0
splacona,13,2802,2,700,72,M,245,48,307
splacona_cz,16,1045,1,200,50,M,197,48,0
windykacja,17,1485,2,500,58,M,141,48,2069
odmowa,12,1035,0,200,24,M,1,2,0
splacona_cz,11,1300,2,300,39,M,43,48,0
odmowa,12,1792,0,800,43,K,155,48,0
splacona_cz,13,1162,2,200,62,M,219,48,2
splacona,13,1094,1,300,67,K,182,48,4
splacona_cz,13,1635,2,200,60,K,117,48,0
odmowa,98,30000,0,1000,41,M,72,48,0
odmowa,11,1033.52,0,300,39,K,75,48,0
splacona_cz,13,917,0,300,63,K,74,48,0
splacona_cz,13,2120,2,600,68,K,116,48,3
splacona,13,985.9,0,200,62,K,88,48,292
splacona_cz,16,1313.41,2,400,62,M,25,48,0
splacona_cz,13,1233,1,400,63,K,121,48,0
splacona_cz,13,1611,0,300,65,M,139,48,3
splacona_cz,13,819,0,200,57,M,55,48,0
splacona_cz,13,714,3,500,62,K,220,48,1
splacona_cz,11,3000,2,500,45,K,91,48,0
windykacja_sp,13,919,2,470.41,66,K,139,48,430
splacona_cz,98,5000,1,600,41,K,82,48,7
splacona_cz,12,700,2,250,40,M,7,23,8
splacona_cz,13,951,2,500,73,K,160,48,1
splacona_cz,13,1013.74,2,400,65,K,111,48,1
splacona_cz,11,1500,1,400,58,K,83,48,1
odmowa,13,1145.25,0,200,58,K,21,48,0
windykacja,11,1200,2,300,38,K,188,48,2067
splacona_cz,13,1525.46,2,521.49,62,K,34,48,0
splacona_cz,13,5100,2,700,61,K,26,48,0
splacona,11,2327.94,0,200,24,M,32,48,0
splacona_cz,12,1030,2,241.15,54,M,6,24,5
splacona,11,2000,0,600,46,M,49,48,0
splacona_cz,16,2300,3,900,55,K,60,48,0
odmowa,11,1796,0,400,48,K,311,48,0
splacona_cz,12,660,2,400,40,K,9,37,3
splacona_cz,12,1009.34,1,300,55,K,27,48,2
splacona,12,1030,2,200,51,M,7,48,11
splacona,12,1600,0,400,56,M,32,48,0
splacona_cz,13,1425,0,400,60,K,77,48,1
splacona_cz,12,1350,2,281.29,55,K,20,24,1
splacona_cz,12,1000,3,200,24,M,9,24,8
splacona_cz,12,1675,2,600,54,K,7,11,2
odmowa,13,717.96,0,500,66,K,79,48,0
splacona_cz,12,1800,2,700,28,M,8,8,0
odmowa,12,1227,0,300,20,M,0,12,0
splacona,13,856,2,200,64,K,55,48,1
splacona,11,2700,1,300,39,M,7,48,0
windykacja_sp,13,1300,1,300,66,M,76,48,345
splacona_cz,13,1684,2,400,61,K,17,48,1
splacona,11,1800,0,200,57,M,158,48,0
splacona_cz,12,1600,2,498.47,31,K,12,12,1
splacona_cz,13,616,2,200,75,K,244,48,1
odmowa,12,900,0,300,67,M,5,7,0
splacona_cz,13,984,1,200,61,K,8,48,0
odmowa,13,1650,0,700,65,K,126,48,0
splacona_cz,11,1000,2,275.97,41,K,59,48,8
odmowa,11,2324,0,400,46,M,42,48,0
splacona_cz,12,1574.45,1,445.67,47,M,29,35,1
splacona_cz,11,1700,2,300,54,M,37,48,4
splacona_cz,12,830.46,1,600,47,K,43,48,1
splacona_cz,16,634,1,200,58,K,49,48,0
splacona,13,1160,0,200,75,K,209,48,0
splacona_cz,13,1500,2,200,58,K,44,48,0
windykacja,16,633.56,2,250,64,M,109,48,2064
splacona_cz,13,910.33,2,200,73,M,161,48,8
odmowa,11,2139,0,500,49,K,83,48,0
odmowa,11,1433,0,400,41,K,158,48,0
splacona,12,2000,2,227.13,53,K,7,25,2
splacona_cz,16,703,2,200,57,K,23,48,1
splacona_cz,17,684,2,900,58,K,187,48,1
odmowa,12,1200,0,300,22,M,2,23,0
odmowa,99,761,0,400,37,M,0,12,0
splacona,13,640,0,500,72,K,136,48,1
odmowa,13,3519,0,1000,60,M,107,48,0
splacona_cz,13,965,2,200,75,K,243,48,1
splacona_cz,11,2353,2,1569.98,48,M,97,48,8
splacona_cz,13,802.83,2,200,65,K,199,48,4
splacona_cz,13,1137.19,2,400,66,K,94,48,0
splacona_cz,11,1000,2,800,60,M,61,48,3
splacona,13,2421.55,2,1000,80,K,243,48,13
splacona_cz,13,3600,1,1000,57,M,84,48,1
splacona,13,1601.87,1,350,64,M,43,48,10
