@relation '212700L1_2final-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_splacona_cz:dobry-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nwindykacja_odmowa_windykacja_sp:zly-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5'

@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {K,M}
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
11,2256,0,800,'\'(30.4-42.8]\'',M,70,48,zly
11,992.84,1,300,'\'(42.8-55.2]\'',K,117,48,dobry
17,728,1,200,'\'(-inf-30.4]\'',M,96,48,dobry
11,2947,1,476.61,'\'(55.2-67.6]\'',M,49,48,dobry
98,911,1,250,'\'(42.8-55.2]\'',K,94,48,dobry
13,1134.96,1,200,'\'(67.6-inf)\'',K,157,48,dobry
12,1382,0,200,'\'(30.4-42.8]\'',K,17,23,dobry
13,866.46,1,200,'\'(67.6-inf)\'',K,191,48,dobry
13,825.69,0,300,'\'(55.2-67.6]\'',K,3,48,zly
12,1030,1,296.54,'\'(30.4-42.8]\'',M,1,23,dobry
11,2100,0,400,'\'(55.2-67.6]\'',M,183,48,dobry
13,1800,1,200,'\'(67.6-inf)\'',K,113,48,dobry
16,650.77,0,200,'\'(55.2-67.6]\'',M,44,48,dobry
16,1072.89,1,300,'\'(42.8-55.2]\'',K,118,48,dobry
13,2040,0,300,'\'(55.2-67.6]\'',M,140,48,dobry
11,1200,0,400,'\'(42.8-55.2]\'',K,97,48,zly
16,634.64,0,300,'\'(55.2-67.6]\'',K,132,48,dobry
12,1042,0,300,'\'(42.8-55.2]\'',M,1,2,dobry
11,3500,1,400,'\'(30.4-42.8]\'',M,24,48,dobry
12,1200,0,300,'\'(30.4-42.8]\'',M,1,2,zly
11,1037.34,1,200,'\'(30.4-42.8]\'',K,58,48,dobry
13,714,1,200,'\'(55.2-67.6]\'',K,218,48,dobry
13,1287.66,0,300,'\'(55.2-67.6]\'',M,92,48,dobry
98,2200,1,500,'\'(42.8-55.2]\'',K,21,48,dobry
11,2300,0,200,'\'(30.4-42.8]\'',M,101,48,zly
11,1566.82,0,200,'\'(42.8-55.2]\'',M,345,48,dobry
11,1071.61,0,200,'\'(42.8-55.2]\'',K,399,48,dobry
11,800.51,0,400,'\'(30.4-42.8]\'',K,16,48,dobry
12,1500,1,500,'\'(42.8-55.2]\'',K,22,32,zly
12,1400,0,300,'\'(-inf-30.4]\'',M,5,23,dobry
12,1134.4,0,200,'\'(-inf-30.4]\'',K,7,15,zly
11,967.64,0,200,'\'(42.8-55.2]\'',K,315,48,dobry
13,1635,1,200,'\'(55.2-67.6]\'',K,116,48,dobry
11,2875.71,1,1100,'\'(30.4-42.8]\'',M,274,48,dobry
13,1000,0,300,'\'(67.6-inf)\'',K,60,48,dobry
13,1400,1,400,'\'(55.2-67.6]\'',K,242,48,dobry
13,2612,0,500,'\'(67.6-inf)\'',M,78,48,dobry
13,930,0,400,'\'(55.2-67.6]\'',K,28,48,dobry
12,1100,1,300,'\'(55.2-67.6]\'',M,18,35,dobry
11,1900,1,694,'\'(30.4-42.8]\'',K,204,48,dobry
13,815,0,300,'\'(55.2-67.6]\'',K,140,48,dobry
13,1500,1,500,'\'(55.2-67.6]\'',M,19,48,dobry
12,1300,0,300,'\'(-inf-30.4]\'',M,0,3,zly
11,2100,1,300,'\'(30.4-42.8]\'',M,60,48,dobry
17,1100,0,200,'\'(55.2-67.6]\'',K,23,33,dobry
11,1493.98,0,200,'\'(42.8-55.2]\'',K,357,48,dobry
11,1400,0,421.62,'\'(30.4-42.8]\'',K,97,48,dobry
13,1272,0,500,'\'(55.2-67.6]\'',M,12,48,dobry
11,1638,1,1239.88,'\'(42.8-55.2]\'',K,310,48,dobry
11,2500,0,600,'\'(42.8-55.2]\'',K,229,48,dobry
13,840,1,200,'\'(55.2-67.6]\'',K,109,48,dobry
12,950,0,200,'\'(30.4-42.8]\'',M,3,15,dobry
11,2825,0,500,'\'(30.4-42.8]\'',K,93,48,zly
13,2066,1,700,'\'(55.2-67.6]\'',K,125,48,dobry
13,1094,0,300,'\'(55.2-67.6]\'',K,180,48,dobry
11,1400,1,600,'\'(55.2-67.6]\'',K,159,48,dobry
13,1185.33,1,200,'\'(67.6-inf)\'',K,220,48,dobry
13,1658,1,300,'\'(55.2-67.6]\'',K,25,48,dobry
13,1900,1,500,'\'(55.2-67.6]\'',K,84,48,dobry
13,770,0,200,'\'(67.6-inf)\'',M,108,48,zly
12,1952.35,0,200,'\'(42.8-55.2]\'',M,0,11,dobry
12,1030,1,200,'\'(42.8-55.2]\'',M,5,24,dobry
11,2065.98,1,300,'\'(42.8-55.2]\'',K,175,48,dobry
12,1884.29,0,300,'\'(30.4-42.8]\'',M,16,23,dobry
11,3200,1,600,'\'(42.8-55.2]\'',K,50,48,dobry
11,2031,0,1000,'\'(55.2-67.6]\'',M,110,48,dobry
11,3000,0,400,'\'(-inf-30.4]\'',M,37,48,dobry
12,670,1,300,'\'(42.8-55.2]\'',M,5,11,dobry
13,1721,1,350,'\'(67.6-inf)\'',K,193,48,zly
13,1029.7,0,200,'\'(55.2-67.6]\'',K,5,48,zly
98,1200,1,285.97,'\'(30.4-42.8]\'',K,42,48,dobry
11,1770,1,280.11,'\'(30.4-42.8]\'',K,83,48,dobry
99,2500,0,400,'\'(42.8-55.2]\'',M,1,3,dobry
11,1250,1,500,'\'(55.2-67.6]\'',M,61,48,dobry
16,749.28,1,200,'\'(42.8-55.2]\'',K,61,48,dobry
16,980,1,400,'\'(67.6-inf)\'',K,127,48,dobry
13,1100,0,300,'\'(67.6-inf)\'',M,62,48,zly
11,10000,0,1000,'\'(-inf-30.4]\'',M,5,48,zly
13,1977,0,400,'\'(55.2-67.6]\'',K,51,48,dobry
13,975,1,277.4,'\'(55.2-67.6]\'',K,23,48,dobry
11,3335,1,600,'\'(55.2-67.6]\'',M,429,48,dobry
98,980,0,300,'\'(55.2-67.6]\'',K,6,48,dobry
13,1742.76,0,200,'\'(55.2-67.6]\'',M,38,48,zly
13,860,1,789.27,'\'(55.2-67.6]\'',K,76,48,dobry
16,1700,0,500,'\'(42.8-55.2]\'',M,242,48,zly
16,1401,0,300,'\'(67.6-inf)\'',K,72,48,dobry
99,1100,0,200,'\'(42.8-55.2]\'',K,48,48,dobry
11,1500,1,377.92,'\'(-inf-30.4]\'',K,21,48,dobry
11,3100,1,500,'\'(30.4-42.8]\'',K,118,48,dobry
11,2700,1,400,'\'(30.4-42.8]\'',K,118,48,dobry
13,750,0,200,'\'(55.2-67.6]\'',K,62,48,zly
13,784,0,200,'\'(55.2-67.6]\'',K,36,48,dobry
13,2110,1,300,'\'(55.2-67.6]\'',M,98,48,dobry
99,685,1,250,'\'(55.2-67.6]\'',M,1,2,dobry
13,1300,0,300,'\'(55.2-67.6]\'',M,74,48,dobry
13,1026,1,200,'\'(67.6-inf)\'',K,244,48,dobry
13,907,0,200,'\'(55.2-67.6]\'',M,5,48,dobry
12,1032.34,1,200,'\'(30.4-42.8]\'',K,1,11,dobry
11,2353,1,1569.98,'\'(42.8-55.2]\'',M,96,48,dobry
16,540,0,200,'\'(30.4-42.8]\'',K,180,48,zly
13,3251,0,600,'\'(55.2-67.6]\'',K,134,48,dobry
13,1525.46,1,521.49,'\'(55.2-67.6]\'',K,33,48,dobry
11,1136.8,1,200,'\'(-inf-30.4]\'',M,6,48,zly
13,3700,1,800,'\'(55.2-67.6]\'',K,23,48,dobry
13,1538,1,200,'\'(55.2-67.6]\'',M,97,48,dobry
13,957.2,0,200,'\'(67.6-inf)\'',M,194,48,dobry
11,1459,1,300,'\'(-inf-30.4]\'',M,5,48,dobry
11,3000,1,500,'\'(42.8-55.2]\'',K,90,48,dobry
13,2100,1,300,'\'(67.6-inf)\'',K,157,48,dobry
11,1400,1,200,'\'(42.8-55.2]\'',K,113,48,dobry
13,2120,1,600,'\'(67.6-inf)\'',K,115,48,dobry
12,1027,1,300,'\'(30.4-42.8]\'',K,5,48,dobry
13,1801.41,1,700,'\'(55.2-67.6]\'',K,34,48,dobry
12,1017,1,300,'\'(30.4-42.8]\'',M,54,48,zly
12,1030,1,200,'\'(42.8-55.2]\'',M,6,48,dobry
13,1193.65,0,400,'\'(55.2-67.6]\'',M,6,48,dobry
12,2000,2,200,'\'(42.8-55.2]\'',K,31,48,dobry
11,2000,0,800,'\'(42.8-55.2]\'',M,48,48,dobry
13,803.86,1,200,'\'(67.6-inf)\'',K,154,48,dobry
13,1412,1,400,'\'(67.6-inf)\'',K,200,48,dobry
98,5000,0,600,'\'(30.4-42.8]\'',K,81,48,dobry
11,1000,1,275.97,'\'(30.4-42.8]\'',K,58,48,dobry
16,1045,0,200,'\'(42.8-55.2]\'',M,196,48,dobry
17,1896,1,500,'\'(-inf-30.4]\'',M,31,33,dobry
11,1200,1,300,'\'(30.4-42.8]\'',K,187,48,dobry
12,1500,0,900,'\'(30.4-42.8]\'',M,30,35,dobry
13,1425,1,200,'\'(55.2-67.6]\'',K,76,48,dobry
16,2300,1,200,'\'(42.8-55.2]\'',K,59,48,dobry
11,2800,1,400,'\'(42.8-55.2]\'',K,56,48,dobry
12,1600,1,498.47,'\'(30.4-42.8]\'',K,11,11,dobry
13,1674.77,0,200,'\'(55.2-67.6]\'',M,66,48,zly
13,995,0,300,'\'(42.8-55.2]\'',M,168,48,zly
11,2011,0,500,'\'(42.8-55.2]\'',M,208,48,dobry
12,1574.45,0,450,'\'(42.8-55.2]\'',M,28,35,dobry
16,634.64,0,200,'\'(42.8-55.2]\'',K,18,48,zly
11,1261.98,1,400,'\'(30.4-42.8]\'',M,33,48,dobry
13,1149.06,0,400,'\'(55.2-67.6]\'',K,158,48,dobry
16,1313.41,1,400,'\'(55.2-67.6]\'',M,24,48,dobry
13,1200.29,1,200,'\'(55.2-67.6]\'',K,19,48,dobry
11,1300,1,326.61,'\'(30.4-42.8]\'',M,42,48,dobry
13,985.9,0,200,'\'(55.2-67.6]\'',K,87,48,dobry
12,660,1,400,'\'(30.4-42.8]\'',K,8,37,dobry
17,540.62,0,300,'\'(-inf-30.4]\'',M,3,20,zly
16,755.1,0,200,'\'(55.2-67.6]\'',K,131,48,dobry
13,1079.14,0,300,'\'(67.6-inf)\'',M,115,48,zly
13,1591,1,381.29,'\'(55.2-67.6]\'',M,73,48,dobry
13,1162,1,200,'\'(55.2-67.6]\'',M,218,48,dobry
11,1600,1,400,'\'(42.8-55.2]\'',M,265,48,zly
12,700,1,250,'\'(30.4-42.8]\'',M,6,23,dobry
11,1250,1,400,'\'(55.2-67.6]\'',M,102,48,zly
11,2249.14,1,500,'\'(55.2-67.6]\'',K,238,48,dobry
13,1517,0,400,'\'(67.6-inf)\'',K,132,48,zly
13,1013.74,1,400,'\'(55.2-67.6]\'',K,110,48,dobry
11,1500,0,400,'\'(55.2-67.6]\'',K,82,48,dobry
12,1675,1,600,'\'(42.8-55.2]\'',K,6,11,dobry
13,5100,1,700,'\'(55.2-67.6]\'',K,25,48,dobry
11,3500,0,1000,'\'(30.4-42.8]\'',K,238,48,zly
11,1617.68,0,200,'\'(42.8-55.2]\'',K,82,48,dobry
16,2300,2,1000,'\'(42.8-55.2]\'',K,59,48,dobry
13,601.03,0,300,'\'(42.8-55.2]\'',K,302,48,zly
13,1233,0,400,'\'(55.2-67.6]\'',K,120,48,dobry
13,940.49,0,400,'\'(67.6-inf)\'',M,258,48,zly
13,1768.93,1,500,'\'(55.2-67.6]\'',M,266,48,dobry
11,3170,1,400,'\'(42.8-55.2]\'',K,282,48,dobry
11,1037.34,0,300,'\'(-inf-30.4]\'',M,30,48,zly
11,1239.05,1,400,'\'(30.4-42.8]\'',K,201,48,dobry
12,2000,1,396.61,'\'(42.8-55.2]\'',K,6,25,dobry
13,814.83,1,300,'\'(42.8-55.2]\'',M,154,48,zly
13,832.92,0,200,'\'(55.2-67.6]\'',K,136,48,zly
13,951,1,500,'\'(67.6-inf)\'',K,159,48,dobry
12,1350,1,281.29,'\'(42.8-55.2]\'',K,19,24,dobry
11,1065,1,650,'\'(30.4-42.8]\'',K,56,48,zly
11,2600,0,650,'\'(55.2-67.6]\'',M,132,48,zly
11,1800,1,600,'\'(42.8-55.2]\'',M,123,48,dobry
11,1037,0,200,'\'(-inf-30.4]\'',M,33,48,zly
16,633.56,1,250,'\'(55.2-67.6]\'',M,108,48,dobry
12,1037,0,200,'\'(30.4-42.8]\'',K,0,2,zly
13,910.33,1,200,'\'(67.6-inf)\'',M,160,48,dobry
13,856,1,200,'\'(55.2-67.6]\'',K,54,48,dobry
12,1500,1,371.94,'\'(42.8-55.2]\'',K,6,7,dobry
11,1300,1,700,'\'(-inf-30.4]\'',K,6,48,zly
11,1554.24,0,500,'\'(42.8-55.2]\'',M,150,48,zly
12,1800,1,800,'\'(-inf-30.4]\'',M,4,10,zly
13,713.78,0,200,'\'(55.2-67.6]\'',K,26,48,zly
13,965,1,200,'\'(67.6-inf)\'',K,242,48,dobry
11,2600,0,400,'\'(55.2-67.6]\'',M,132,48,dobry
13,1239,1,300,'\'(67.6-inf)\'',K,267,48,dobry
16,1389,0,300,'\'(55.2-67.6]\'',K,88,48,dobry
13,984,0,200,'\'(55.2-67.6]\'',K,7,48,dobry
12,830.46,0,600,'\'(42.8-55.2]\'',K,42,48,dobry
16,1340,1,500,'\'(55.2-67.6]\'',K,158,48,dobry
13,640,1,500,'\'(67.6-inf)\'',K,135,48,dobry
13,616,1,200,'\'(67.6-inf)\'',K,243,48,dobry
12,1009.34,0,300,'\'(42.8-55.2]\'',K,26,48,dobry
16,703,1,200,'\'(55.2-67.6]\'',K,22,48,dobry
11,1200,0,500,'\'(42.8-55.2]\'',K,25,48,zly
13,1426,1,300,'\'(67.6-inf)\'',M,74,48,dobry
12,1300,1,417.53,'\'(-inf-30.4]\'',M,5,25,dobry
11,2700,0,300,'\'(30.4-42.8]\'',M,6,48,dobry
11,1700,1,300,'\'(42.8-55.2]\'',M,36,48,dobry
13,1500,1,300,'\'(55.2-67.6]\'',K,43,48,dobry
17,684,1,900,'\'(55.2-67.6]\'',K,186,48,dobry
11,2505,1,202.73,'\'(30.4-42.8]\'',K,160,48,dobry
98,3000,1,1500,'\'(55.2-67.6]\'',M,65,48,dobry
11,1300,1,600,'\'(42.8-55.2]\'',K,65,48,dobry
12,1000,2,200,'\'(-inf-30.4]\'',M,8,24,dobry
13,1000,1,500,'\'(55.2-67.6]\'',K,64,48,dobry
11,1000,1,800,'\'(55.2-67.6]\'',M,60,48,dobry
13,2421.55,1,1000,'\'(67.6-inf)\'',K,242,48,dobry
11,1172.2,1,400,'\'(55.2-67.6]\'',K,34,48,dobry
11,1290,1,600,'\'(30.4-42.8]\'',K,16,48,dobry
11,2200,0,900,'\'(30.4-42.8]\'',K,34,48,dobry
16,921.58,0,200,'\'(55.2-67.6]\'',K,18,48,zly
13,997,1,300,'\'(55.2-67.6]\'',K,76,48,dobry
16,1279.58,0,400,'\'(55.2-67.6]\'',K,158,48,zly
13,962,1,500,'\'(55.2-67.6]\'',K,62,48,dobry
13,810,2,300,'\'(55.2-67.6]\'',K,30,48,dobry
12,600,2,400,'\'(42.8-55.2]\'',M,6,27,dobry
11,1680,1,300,'\'(55.2-67.6]\'',K,382,48,dobry
12,611.36,1,400,'\'(55.2-67.6]\'',M,0,3,dobry
13,1189,1,265.58,'\'(55.2-67.6]\'',K,66,48,dobry
13,1212,1,500,'\'(55.2-67.6]\'',K,50,48,dobry
13,1137.19,1,400,'\'(55.2-67.6]\'',K,93,48,dobry
13,744.07,0,300,'\'(55.2-67.6]\'',K,9,48,dobry
11,2100,0,300,'\'(42.8-55.2]\'',M,47,48,dobry
13,1130,1,300,'\'(55.2-67.6]\'',K,100,48,dobry
11,1510,1,900,'\'(55.2-67.6]\'',M,162,48,dobry
13,802.83,1,200,'\'(55.2-67.6]\'',K,198,48,dobry
16,655,1,500,'\'(42.8-55.2]\'',K,28,48,dobry
13,1684,1,300,'\'(55.2-67.6]\'',K,17,48,dobry
13,3600,0,1000,'\'(55.2-67.6]\'',M,83,48,dobry
13,1428.55,1,235.97,'\'(55.2-67.6]\'',K,134,48,dobry
12,990.34,0,200,'\'(42.8-55.2]\'',K,52,48,dobry
11,5800,1,1000,'\'(42.8-55.2]\'',K,51,48,dobry
13,1601.87,0,350,'\'(55.2-67.6]\'',M,42,48,dobry
11,1400,1,200,'\'(42.8-55.2]\'',M,11,48,dobry
12,1210,0,200,'\'(42.8-55.2]\'',M,4,9,dobry
13,940,1,300,'\'(67.6-inf)\'',M,50,48,dobry
17,1031,0,350,'\'(42.8-55.2]\'',K,48,48,dobry
13,2612,0,1800,'\'(67.6-inf)\'',M,78,48,dobry
11,1800,1,300,'\'(30.4-42.8]\'',M,162,48,dobry
16,634,0,200,'\'(55.2-67.6]\'',K,48,48,dobry
13,1474.55,0,400,'\'(55.2-67.6]\'',K,62,48,dobry
99,1393.85,0,200,'\'(-inf-30.4]\'',M,1,2,dobry
13,1100,0,300,'\'(55.2-67.6]\'',K,40,48,dobry
13,930,2,300,'\'(55.2-67.6]\'',K,127,48,dobry
13,1100,1,300,'\'(55.2-67.6]\'',K,102,48,dobry
11,2800,1,600,'\'(42.8-55.2]\'',K,315,48,dobry
11,2500,1,769.94,'\'(42.8-55.2]\'',M,200,48,dobry
13,1700,1,500,'\'(67.6-inf)\'',M,11,48,dobry
12,988,1,200,'\'(42.8-55.2]\'',M,6,12,dobry
13,1062,0,400,'\'(55.2-67.6]\'',K,159,48,dobry
13,1503,1,400,'\'(55.2-67.6]\'',M,162,48,dobry
11,1300,1,400,'\'(42.8-55.2]\'',K,31,48,dobry
12,1200,1,300,'\'(30.4-42.8]\'',K,5,14,dobry
13,2098,1,700,'\'(67.6-inf)\'',M,194,48,dobry
13,2291,2,1000,'\'(67.6-inf)\'',K,67,48,dobry
16,837,0,300,'\'(55.2-67.6]\'',M,228,48,dobry
12,1040,0,250,'\'(30.4-42.8]\'',K,0,0,zly
13,730,0,200,'\'(67.6-inf)\'',K,557,48,dobry
12,1100,0,300,'\'(42.8-55.2]\'',K,12,29,zly
11,1700,1,500,'\'(42.8-55.2]\'',K,302,48,dobry
11,2031,1,2000,'\'(55.2-67.6]\'',M,111,48,zly
13,1442.43,2,200,'\'(67.6-inf)\'',K,138,48,dobry
11,1360,2,200,'\'(42.8-55.2]\'',M,116,48,dobry
12,1050,0,300,'\'(42.8-55.2]\'',K,30,36,dobry
16,892,0,500,'\'(55.2-67.6]\'',K,197,48,dobry
12,1500,1,1130.33,'\'(42.8-55.2]\'',K,11,26,dobry
13,850,1,400,'\'(55.2-67.6]\'',K,64,48,dobry
12,2500,0,800,'\'(55.2-67.6]\'',M,1,3,dobry
13,1350,0,300,'\'(55.2-67.6]\'',K,108,48,dobry
11,1900,1,903.23,'\'(30.4-42.8]\'',K,176,48,dobry
11,3200,1,700,'\'(42.8-55.2]\'',M,186,48,dobry
11,2100,0,700,'\'(-inf-30.4]\'',K,19,48,dobry
17,547.89,0,200,'\'(55.2-67.6]\'',K,53,48,dobry
17,443.65,0,600,'\'(-inf-30.4]\'',M,10,35,zly
11,3000,0,700,'\'(42.8-55.2]\'',M,0,48,zly
16,1411,1,400,'\'(55.2-67.6]\'',K,63,48,dobry
12,1800,1,700,'\'(-inf-30.4]\'',M,7,8,dobry
13,1210,0,300,'\'(55.2-67.6]\'',K,135,48,dobry
12,1447,2,500,'\'(-inf-30.4]\'',K,18,23,dobry
11,1515.11,0,300,'\'(30.4-42.8]\'',K,11,48,zly
12,1037.34,0,300,'\'(-inf-30.4]\'',M,17,23,dobry
13,785,1,200,'\'(67.6-inf)\'',K,61,48,dobry
99,980,2,449.7,'\'(-inf-30.4]\'',M,8,10,dobry
11,1320,1,500,'\'(42.8-55.2]\'',M,339,48,dobry
16,959.6,1,200,'\'(67.6-inf)\'',K,112,48,dobry
11,1700,1,600,'\'(42.8-55.2]\'',K,86,48,dobry
13,3900,2,300,'\'(42.8-55.2]\'',M,27,48,dobry
13,720.19,0,200,'\'(55.2-67.6]\'',K,90,48,dobry
99,750,1,300,'\'(-inf-30.4]\'',M,1,5,dobry
13,1425,1,500,'\'(55.2-67.6]\'',K,16,48,zly
11,1077.49,1,300,'\'(42.8-55.2]\'',K,368,48,dobry
99,2800,2,200,'\'(30.4-42.8]\'',K,7,7,zly
11,4000,2,600,'\'(42.8-55.2]\'',M,7,48,dobry
13,2010,0,700,'\'(55.2-67.6]\'',M,135,48,dobry
11,2258,2,1000,'\'(30.4-42.8]\'',M,72,48,dobry
17,985,2,200,'\'(-inf-30.4]\'',M,10,11,dobry
13,1668,2,392.14,'\'(55.2-67.6]\'',K,88,48,dobry
11,1050,1,441.91,'\'(42.8-55.2]\'',K,15,48,zly
13,1672.59,0,200,'\'(55.2-67.6]\'',M,19,48,dobry
13,12220,0,200,'\'(55.2-67.6]\'',M,68,48,dobry
16,588,2,600,'\'(42.8-55.2]\'',M,419,48,dobry
13,611,0,300,'\'(55.2-67.6]\'',K,136,48,dobry
13,1065,1,230,'\'(55.2-67.6]\'',K,18,48,dobry
13,1261.6,1,400,'\'(55.2-67.6]\'',M,50,48,dobry
11,1200,0,1000,'\'(30.4-42.8]\'',M,24,48,zly
13,1454.91,1,400,'\'(55.2-67.6]\'',K,39,48,dobry
12,1634,0,300,'\'(-inf-30.4]\'',K,9,9,dobry
13,1900,0,1000,'\'(67.6-inf)\'',K,252,48,zly
11,2700,2,500,'\'(30.4-42.8]\'',M,12,48,dobry
11,1680,2,799.84,'\'(55.2-67.6]\'',K,67,48,dobry
12,1400,0,300,'\'(-inf-30.4]\'',M,9,32,dobry
12,1037,0,200,'\'(30.4-42.8]\'',K,8,13,zly
13,1072,2,432.44,'\'(67.6-inf)\'',K,150,48,dobry
16,763.38,1,200,'\'(55.2-67.6]\'',M,208,48,dobry
16,1045.6,2,500,'\'(42.8-55.2]\'',K,9,48,dobry
11,1888.27,1,400,'\'(-inf-30.4]\'',M,74,48,dobry
11,2927,0,500,'\'(30.4-42.8]\'',K,198,48,dobry
11,1842.86,0,400,'\'(55.2-67.6]\'',M,4,48,dobry
13,3100,0,600,'\'(55.2-67.6]\'',M,135,48,dobry
13,1688.82,0,300,'\'(42.8-55.2]\'',M,96,48,dobry
13,1240,2,300,'\'(55.2-67.6]\'',K,67,48,dobry
12,900,2,400,'\'(-inf-30.4]\'',M,15,20,dobry
11,1400,2,300,'\'(42.8-55.2]\'',K,22,48,dobry
13,1026,2,200,'\'(67.6-inf)\'',K,244,48,dobry
11,1700,2,281.29,'\'(42.8-55.2]\'',K,202,48,dobry
11,3000,2,300,'\'(55.2-67.6]\'',M,209,48,dobry
11,763,1,300,'\'(42.8-55.2]\'',K,90,48,dobry
99,645.31,0,400,'\'(42.8-55.2]\'',K,7,11,dobry
13,729.03,2,300,'\'(67.6-inf)\'',K,254,48,dobry
13,1090.14,1,400,'\'(55.2-67.6]\'',K,72,48,dobry
11,2458,0,600,'\'(55.2-67.6]\'',M,144,48,dobry
13,714,2,200,'\'(55.2-67.6]\'',K,219,48,dobry
16,1389,1,200,'\'(55.2-67.6]\'',K,88,48,dobry
13,1291.18,2,381.29,'\'(67.6-inf)\'',K,76,48,dobry
12,1952.35,1,400,'\'(42.8-55.2]\'',M,1,11,dobry
17,607.95,0,300,'\'(55.2-67.6]\'',M,210,48,zly
13,1370,1,900,'\'(55.2-67.6]\'',K,73,48,dobry
13,665.92,2,300,'\'(55.2-67.6]\'',K,122,48,zly
11,1226,0,300,'\'(-inf-30.4]\'',M,2,48,zly
13,1170,0,400,'\'(55.2-67.6]\'',K,75,48,dobry
11,1187.06,1,400,'\'(55.2-67.6]\'',K,130,48,dobry
17,990,2,400,'\'(42.8-55.2]\'',K,69,48,dobry
11,2080,2,500,'\'(42.8-55.2]\'',M,315,48,dobry
12,1700,2,400,'\'(42.8-55.2]\'',K,52,48,dobry
11,1373.34,0,200,'\'(-inf-30.4]\'',K,55,48,dobry
17,1200,2,200,'\'(-inf-30.4]\'',K,162,48,dobry
11,2400,1,600,'\'(30.4-42.8]\'',K,110,48,dobry
17,1485,1,500,'\'(55.2-67.6]\'',M,140,48,dobry
12,1136.86,0,200,'\'(-inf-30.4]\'',M,8,23,dobry
13,1362,2,500,'\'(55.2-67.6]\'',K,53,48,dobry
11,3250,1,500,'\'(42.8-55.2]\'',M,2,48,zly
16,1600,0,500,'\'(55.2-67.6]\'',M,9,48,dobry
16,730,0,300,'\'(42.8-55.2]\'',M,113,48,zly
11,2470,2,426.61,'\'(42.8-55.2]\'',K,351,48,dobry
12,1040,2,400,'\'(42.8-55.2]\'',K,14,19,zly
13,1015,2,400,'\'(55.2-67.6]\'',K,106,48,dobry
11,1557.5,0,700,'\'(30.4-42.8]\'',K,182,48,zly
13,1017,2,200,'\'(67.6-inf)\'',K,158,48,dobry
17,547.89,1,350,'\'(55.2-67.6]\'',K,53,48,dobry
11,1800,1,600,'\'(30.4-42.8]\'',K,48,48,dobry
11,2050,0,800,'\'(30.4-42.8]\'',K,26,48,dobry
13,910,2,200,'\'(55.2-67.6]\'',K,66,48,dobry
11,2284.23,0,200,'\'(42.8-55.2]\'',M,296,48,dobry
11,1577.42,2,400,'\'(42.8-55.2]\'',K,202,48,dobry
12,855,2,600,'\'(30.4-42.8]\'',K,41,48,zly
12,1540,1,600,'\'(30.4-42.8]\'',K,36,39,dobry
11,2050,2,575.74,'\'(30.4-42.8]\'',M,115,48,dobry
11,2368.57,0,400,'\'(42.8-55.2]\'',K,407,48,dobry
17,540.62,0,300,'\'(-inf-30.4]\'',K,28,48,zly
13,1875.17,0,1000,'\'(55.2-67.6]\'',K,96,48,zly
11,4900,0,500,'\'(42.8-55.2]\'',K,8,48,dobry
13,1457,1,300,'\'(67.6-inf)\'',M,76,48,dobry
13,1216,2,200,'\'(55.2-67.6]\'',K,138,48,dobry
13,1280,2,400,'\'(55.2-67.6]\'',K,14,48,dobry
99,490.99,0,400,'\'(30.4-42.8]\'',K,3,8,zly
11,1800,2,500,'\'(42.8-55.2]\'',K,50,48,dobry
13,1798.71,0,800,'\'(55.2-67.6]\'',M,132,48,zly
11,1110,0,600,'\'(-inf-30.4]\'',M,7,48,zly
13,930,2,670.73,'\'(55.2-67.6]\'',K,91,48,dobry
11,1500,1,500,'\'(30.4-42.8]\'',M,99,48,zly
11,1033,1,400,'\'(30.4-42.8]\'',M,33,48,zly
13,1160,1,500,'\'(55.2-67.6]\'',K,75,48,dobry
13,1244.77,2,300,'\'(55.2-67.6]\'',K,36,48,dobry
13,930,2,200,'\'(67.6-inf)\'',K,236,48,dobry
13,1200,2,500,'\'(67.6-inf)\'',K,116,48,dobry
13,2015.55,0,600,'\'(67.6-inf)\'',M,108,48,dobry
13,1085,2,400,'\'(55.2-67.6]\'',K,163,48,dobry
11,2700,2,500,'\'(-inf-30.4]\'',M,61,48,dobry
11,980.11,2,400,'\'(30.4-42.8]\'',K,42,48,dobry
12,1139.48,0,500,'\'(-inf-30.4]\'',M,3,20,zly
13,866.46,2,200,'\'(67.6-inf)\'',K,192,48,dobry
